FR|1,day|2,delay|2,experiment|autotrain_contingent,output_path|/home/pi/miniscope_operant_dec_2022/output/,title|nan,vole|5116,vole_2|0
8,output_deactivated,513.953,lever_out,lever_out,,,ID:event_LED|,8
8,tone_stop_pellet_tone,514.633,lever_out,lever_out,,,ID:speaker|,8
8,lever_retracted_food,515.146,lever_out,lever_out,,,ID:food|,8
8,pellet_dispense_dispenser,516.76,ITI,ITI,,,ID:dispenser|,8
8,pellet_retrieved,517.513,ITI,ITI,0.752,,,8
8,pellet_retrieved,517.513,ITI,ITI,,,ID:event_LED|,8
8,output_activated,517.514,ITI,ITI,,,ID:event_LED|,8
8,output_deactivated,518.216,ITI,ITI,,,ID:event_LED|,8
9,new_round,545.709,lever_out,lever_out,,,ID:round_LED|,9
9,output_activated,545.711,lever_out,lever_out,,,ID:round_LED|,9
9,tone_start_round_start,545.738,lever_out,lever_out,,,ID:speaker|,9
9,output_deactivated,546.212,lever_out,lever_out,,,ID:round_LED|,9
9,tone_stop_round_start,546.742,lever_out,lever_out,,,ID:speaker|,9
9,lever_extended_food,547.592,lever_out,lever_out,,,ID:food|,9
9,lever_pressed_food,553.048,lever_out,lever_out,,,ID:food|total_presses:7|,9
9,lever_extended_food_|_lever_pressed_food,553.048,lever_out,lever_out,5.831,,n_presses:1|,9
9,presses_reached_food,553.048,lever_out,lever_out,5.831,,n_presses:1|,9
9,lever_press_food,553.049,lever_out,lever_out,,,ID:event_LED|,9
9,output_activated,553.051,lever_out,lever_out,,,ID:event_LED|,9
9,tone_start_pellet_tone,553.051,lever_out,lever_out,,,ID:speaker|,9
9,output_deactivated,553.402,lever_out,lever_out,,,ID:event_LED|,9
9,lever_retracted_food,553.593,lever_out,lever_out,,,ID:food|,9
9,tone_stop_pellet_tone,554.057,lever_out,lever_out,,,ID:speaker|,9
9,pellet_dispense_dispenser,555.957,ITI,ITI,,,ID:dispenser|,9
9,pellet_retrieved,556.659,ITI,ITI,0.702,,,9
9,pellet_retrieved,556.66,ITI,ITI,,,ID:event_LED|,9
9,output_activated,556.661,ITI,ITI,,,ID:event_LED|,9
9,output_deactivated,557.362,ITI,ITI,,,ID:event_LED|,9
10,new_round,585.155,lever_out,lever_out,,,ID:round_LED|,10
10,tone_start_round_start,585.157,lever_out,lever_out,,,ID:speaker|,10
10,output_activated,585.158,lever_out,lever_out,,,ID:round_LED|,10
10,output_deactivated,585.659,lever_out,lever_out,,,ID:round_LED|,10
10,tone_stop_round_start,586.163,lever_out,lever_out,,,ID:speaker|,10
10,lever_extended_food,587.062,lever_out,lever_out,,,ID:food|,10
10,lever_retracted_food,645.602,ITI,ITI,,,ID:food|,10
11,new_round,675.26,lever_out,lever_out,,,ID:round_LED|,11
11,output_activated,675.261,lever_out,lever_out,,,ID:round_LED|,11
11,tone_start_round_start,675.289,lever_out,lever_out,,,ID:speaker|,11
11,output_deactivated,675.762,lever_out,lever_out,,,ID:round_LED|,11
11,tone_stop_round_start,676.293,lever_out,lever_out,,,ID:speaker|,11
11,lever_pressed_food,677.059,lever_out,lever_out,,,ID:food|total_presses:8|,11
11,lever_extended_food_|_lever_pressed_food,677.059,lever_out,lever_out,0.293,,n_presses:1|,11
11,presses_reached_food,677.06,lever_out,lever_out,0.293,,n_presses:1|,11
11,lever_press_food,677.063,lever_out,lever_out,,,ID:event_LED|,11
11,output_activated,677.075,lever_out,lever_out,,,ID:event_LED|,11
11,tone_start_pellet_tone,677.102,lever_out,lever_out,,,ID:speaker|,11
11,lever_extended_food,677.19,lever_out,lever_out,,,ID:food|,11
11,output_deactivated,677.426,lever_out,lever_out,,,ID:event_LED|,11
11,lever_retracted_food,677.574,lever_out,lever_out,,,ID:food|,11
11,tone_stop_pellet_tone,678.107,lever_out,lever_out,,,ID:speaker|,11
11,pellet_dispense_dispenser,680.122,ITI,ITI,,,ID:dispenser|,11
11,pellet_retrieved,680.423,ITI,ITI,0.301,,,11
11,pellet_retrieved,680.424,ITI,ITI,,,ID:event_LED|,11
11,output_activated,680.425,ITI,ITI,,,ID:event_LED|,11
11,output_deactivated,681.126,ITI,ITI,,,ID:event_LED|,11
12,new_round,709.169,lever_out,lever_out,,,ID:round_LED|,12
12,output_activated,709.17,lever_out,lever_out,,,ID:round_LED|,12
12,tone_start_round_start,709.198,lever_out,lever_out,,,ID:speaker|,12
12,output_deactivated,709.672,lever_out,lever_out,,,ID:round_LED|,12
12,tone_stop_round_start,710.202,lever_out,lever_out,,,ID:speaker|,12
12,lever_extended_food,711.052,lever_out,lever_out,,,ID:food|,12
12,lever_pressed_food,722.857,lever_out,lever_out,,,ID:food|total_presses:9|,12
12,lever_extended_food_|_lever_pressed_food,722.857,lever_out,lever_out,12.182,,n_presses:1|,12
12,presses_reached_food,722.857,lever_out,lever_out,12.182,,n_presses:1|,12
12,lever_press_food,722.858,lever_out,lever_out,,,ID:event_LED|,12
12,output_activated,722.86,lever_out,lever_out,,,ID:event_LED|,12
12,tone_start_pellet_tone,722.871,lever_out,lever_out,,,ID:speaker|,12
12,output_deactivated,723.211,lever_out,lever_out,,,ID:event_LED|,12
12,lever_retracted_food,723.353,lever_out,lever_out,,,ID:food|,12
12,tone_stop_pellet_tone,723.875,lever_out,lever_out,,,ID:speaker|,12
12,pellet_dispense_failure_dispenser,729.376,ITI,ITI,,,ID:dispenser|,12
13,new_round,754.867,lever_out,lever_out,,,ID:round_LED|,13
13,output_activated,754.868,lever_out,lever_out,,,ID:round_LED|,13
13,tone_start_round_start,754.877,lever_out,lever_out,,,ID:speaker|,13
13,output_deactivated,755.37,lever_out,lever_out,,,ID:round_LED|,13
13,tone_stop_round_start,755.881,lever_out,lever_out,,,ID:speaker|,13
13,lever_extended_food,756.758,lever_out,lever_out,,,ID:food|,13
13,lever_pressed_food,804.585,lever_out,lever_out,,,ID:food|total_presses:10|,13
13,lever_extended_food_|_lever_pressed_food,804.586,lever_out,lever_out,48.211,,n_presses:1|,13
13,presses_reached_food,804.586,lever_out,lever_out,48.211,,n_presses:1|,13
13,lever_press_food,804.586,lever_out,lever_out,,,ID:event_LED|,13
13,output_activated,804.588,lever_out,lever_out,,,ID:event_LED|,13
13,tone_start_pellet_tone,804.597,lever_out,lever_out,,,ID:speaker|,13
13,output_deactivated,804.94,lever_out,lever_out,,,ID:event_LED|,13
13,tone_stop_pellet_tone,805.602,lever_out,lever_out,,,ID:speaker|,13
13,pellet_dispense_dispenser,808.448,ITI,ITI,,,ID:dispenser|,13
13,lever_retracted_food,808.742,lever_out,ITI,,,ID:food|,13
13,pellet_retrieved,813.209,ITI,ITI,4.76,,,13
13,pellet_retrieved,813.209,ITI,ITI,,,ID:event_LED|,13
13,output_activated,813.21,ITI,ITI,,,ID:event_LED|,13
13,output_deactivated,813.912,ITI,ITI,,,ID:event_LED|,13
14,new_round,836.596,lever_out,lever_out,,,ID:round_LED|,14
14,output_activated,836.597,lever_out,lever_out,,,ID:round_LED|,14
14,tone_start_round_start,836.604,lever_out,lever_out,,,ID:speaker|,14
14,output_deactivated,837.099,lever_out,lever_out,,,ID:round_LED|,14
14,tone_stop_round_start,837.609,lever_out,lever_out,,,ID:speaker|,14
14,lever_extended_food,838.496,lever_out,lever_out,,,ID:food|,14
14,lever_retracted_food,897.04,ITI,ITI,,,ID:food|,14
15,new_round,926.601,lever_out,lever_out,,,ID:round_LED|,15
15,output_activated,926.603,lever_out,lever_out,,,ID:round_LED|,15
15,tone_start_round_start,926.62,lever_out,lever_out,,,ID:speaker|,15
15,output_deactivated,927.105,lever_out,lever_out,,,ID:round_LED|,15
15,tone_stop_round_start,927.625,lever_out,lever_out,,,ID:speaker|,15
15,lever_extended_food,928.485,lever_out,lever_out,,,ID:food|,15
15,lever_retracted_food,987.046,ITI,ITI,,,ID:food|,15
15,output_deactivated,1016.702,ITI,ITI,,,ID:miniscope_trigger|,15
